M/W,Season,Match,Y/M/D,Pool,Phase,City,Country,Team,VS_Team,SET_Won,SET_Lost,Point1,Point2,Point3,Point4,Point5,VS_Point1,VS_Point2,VS_Point3,VS_Point4,VS_Point5,SET,SCORING_Total ABS,SCORING_Attack Points,SCORING_Block Points,SCORING_Serve Points,SCORING_Errors,ATTACK_Point,ATTACK_Errors,ATTACK_Attempts,ATTACK_Total,BLOCK_Point,BLOCK_Errors,BLOCK_Touches,BLOCK_Total,SERVE_Point,SERVE_Errors,SERVE_Attempts,SERVE_Total,RECEPTION_Successful,RECEPTION_Errors,RECEPTION_Attempts,RECEPTION_Total,DIG_Digs,DIG_Errors,DIG_Total,SET_Point,SET_Errors,SET_Attempts,SET_Total
Men,2023,26,2023/10/8,B,Preliminary,Tokyo,Japan,Türkiye,Tunisia,3,0,25,25,29,-,-,13,22,27,-,-,SET 3,22,17,2,3,,17,3,13,33,2,7,7,16,3,3,22,28,3,1,22,26,8,4,13,4,0,30,34
Men,2023,27,2023/10/8,B,Preliminary,Tokyo,Japan,Serbia,Slovenia,0,3,22,23,21,-,-,25,25,25,-,-,ALL SETS,49,42,5,2,,42,13,25,80,5,10,12,27,2,12,54,68,18,5,40,63,21,9,32,17,0,63,80
Men,2023,27,2023/10/8,B,Preliminary,Tokyo,Japan,Serbia,Slovenia,0,3,22,23,21,-,-,25,25,25,-,-,SET 1,18,16,2,0,,16,3,10,29,2,2,2,6,0,5,18,23,9,2,11,22,8,3,11,9,0,20,29
Men,2023,27,2023/10/8,B,Preliminary,Tokyo,Japan,Serbia,Slovenia,0,3,22,23,21,-,-,25,25,25,-,-,SET 2,13,10,2,1,,10,4,7,21,2,7,4,13,1,3,19,23,3,2,14,19,6,3,11,5,0,17,22
Men,2023,27,2023/10/8,B,Preliminary,Tokyo,Japan,Serbia,Slovenia,0,3,22,23,21,-,-,25,25,25,-,-,SET 3,18,16,1,1,,16,6,8,30,1,1,6,8,1,4,17,22,6,1,15,22,7,3,10,3,0,26,29
Men,2023,27,2023/10/8,B,Preliminary,Tokyo,Japan,Slovenia,Serbia,3,0,25,25,25,-,-,22,23,21,-,-,ALL SETS,56,45,6,5,,45,9,26,80,6,12,10,28,5,10,58,73,15,2,39,56,19,7,30,21,2,57,80
Men,2023,27,2023/10/8,B,Preliminary,Tokyo,Japan,Slovenia,Serbia,3,0,25,25,25,-,-,22,23,21,-,-,SET 1,18,15,1,2,,15,3,8,26,1,3,5,9,2,2,20,24,6,0,12,18,8,1,9,6,1,19,26
Men,2023,27,2023/10/8,B,Preliminary,Tokyo,Japan,Slovenia,Serbia,3,0,25,25,25,-,-,22,23,21,-,-,SET 2,20,16,2,2,,16,4,9,29,2,3,3,8,2,6,17,25,3,1,16,20,6,4,12,8,1,20,29
Men,2023,27,2023/10/8,B,Preliminary,Tokyo,Japan,Slovenia,Serbia,3,0,25,25,25,-,-,22,23,21,-,-,SET 3,18,14,3,1,,14,2,9,25,3,6,2,11,1,2,21,24,6,1,11,18,5,2,9,7,0,18,25
Men,2023,28,2023/10/8,B,Preliminary,Tokyo,Japan,Japan,USA,2,3,19,25,25,23,12,25,22,19,25,15,ALL SETS,74,63,5,6,,63,24,59,146,5,11,14,30,6,16,83,105,34,2,51,87,44,11,67,17,0,128,145
Men,2023,28,2023/10/8,B,Preliminary,Tokyo,Japan,Japan,USA,2,3,19,25,25,23,12,25,22,19,25,15,SET 1,12,10,2,0,,10,5,10,25,2,2,2,6,0,3,17,20,6,1,11,18,5,3,9,1,0,25,26
Men,2023,28,2023/10/8,B,Preliminary,Tokyo,Japan,Japan,USA,2,3,19,25,25,23,12,25,22,19,25,15,SET 2,21,19,0,2,,19,5,16,40,0,2,4,6,2,5,17,24,9,0,12,21,15,3,21,3,0,38,41
Men,2023,28,2023/10/8,B,Preliminary,Tokyo,Japan,Japan,USA,2,3,19,25,25,23,12,25,22,19,25,15,SET 3,18,14,3,1,,14,2,6,22,3,3,3,9,1,4,20,25,7,0,9,16,4,3,10,5,0,17,22
Men,2023,28,2023/10/8,B,Preliminary,Tokyo,Japan,Japan,USA,2,3,19,25,25,23,12,25,22,19,25,15,SET 4,14,11,0,3,,11,7,19,37,0,3,4,7,3,2,18,23,8,1,12,21,14,2,19,6,0,29,35
Men,2023,28,2023/10/8,B,Preliminary,Tokyo,Japan,Japan,USA,2,3,19,25,25,23,12,25,22,19,25,15,SET 5,9,9,0,0,,9,5,8,22,0,1,1,2,0,2,11,13,4,0,7,11,6,0,8,2,0,19,21
Men,2023,28,2023/10/8,B,Preliminary,Tokyo,Japan,USA,Japan,3,2,25,22,19,25,15,19,25,25,23,12,ALL SETS,79,64,13,2,,64,13,49,126,13,21,29,63,2,19,85,106,39,6,43,88,34,12,62,33,2,82,117
Men,2023,28,2023/10/8,B,Preliminary,Tokyo,Japan,USA,Japan,3,2,25,22,19,25,15,19,25,25,23,12,SET 1,19,16,2,1,,16,3,5,24,2,3,8,13,1,6,17,24,10,0,7,17,5,3,10,8,0,14,22
Men,2023,28,2023/10/8,B,Preliminary,Tokyo,Japan,USA,Japan,3,2,25,22,19,25,15,19,25,25,23,12,SET 2,15,12,3,0,,12,1,17,30,3,6,5,14,0,2,21,23,8,2,9,19,11,5,20,8,1,21,30
Men,2023,28,2023/10/8,B,Preliminary,Tokyo,Japan,USA,Japan,3,2,25,22,19,25,15,19,25,25,23,12,SET 3,13,13,0,0,,13,6,7,26,0,7,2,9,0,3,16,19,7,1,13,21,4,2,9,6,0,19,25
Men,2023,28,2023/10/8,B,Preliminary,Tokyo,Japan,USA,Japan,3,2,25,22,19,25,15,19,25,25,23,12,SET 4,21,15,5,1,,15,3,15,33,5,3,9,17,1,5,20,26,7,3,10,20,12,1,18,6,1,21,28
Men,2023,28,2023/10/8,B,Preliminary,Tokyo,Japan,USA,Japan,3,2,25,22,19,25,15,19,25,25,23,12,SET 5,11,8,3,0,,8,0,5,13,3,2,5,10,0,3,11,14,7,0,4,11,2,1,5,5,0,7,12
Men,2023,1,2023/9/30,C,Preliminary,Xi'an,China,Argentina,Mexico,3,0,25,25,25,-,-,20,17,19,-,-,ALL SETS,64,48,13,3,,48,7,22,77,13,17,9,39,3,16,55,74,12,3,35,50,24,3,32,41,1,36,78
Men,2023,1,2023/9/30,C,Preliminary,Xi'an,China,Argentina,Mexico,3,0,25,25,25,-,-,20,17,19,-,-,SET 1,19,15,4,0,,15,2,11,28,4,8,3,15,0,4,21,25,3,1,13,17,10,1,12,13,1,15,29
Men,2023,1,2023/9/30,C,Preliminary,Xi'an,China,Argentina,Mexico,3,0,25,25,25,-,-,20,17,19,-,-,SET 2,21,15,5,1,,15,1,7,23,5,4,1,10,1,6,17,24,4,0,10,14,7,2,13,13,0,10,23
Men,2023,1,2023/9/30,C,Preliminary,Xi'an,China,Argentina,Mexico,3,0,25,25,25,-,-,20,17,19,-,-,SET 3,24,18,4,2,,18,4,4,26,4,5,5,14,2,6,17,25,5,2,12,19,7,0,7,15,0,11,26
Men,2023,1,2023/9/30,C,Preliminary,Xi'an,China,Mexico,Argentina,0,3,20,17,19,-,-,25,25,25,-,-,ALL SETS,35,29,3,3,,29,16,24,69,3,7,12,22,3,7,47,57,15,3,40,58,16,17,36,8,1,60,69
Men,2023,1,2023/9/30,C,Preliminary,Xi'an,China,Mexico,Argentina,0,3,20,17,19,-,-,25,25,25,-,-,SET 1,14,12,1,1,,12,6,9,27,1,2,4,7,1,3,16,20,3,0,18,21,8,5,15,4,1,24,29
Men,2023,1,2023/9/30,C,Preliminary,Xi'an,China,Mexico,Argentina,0,3,20,17,19,-,-,25,25,25,-,-,SET 2,10,10,0,0,,10,5,9,24,0,3,5,8,0,4,14,18,7,1,10,18,6,5,12,2,0,21,23
Men,2023,1,2023/9/30,C,Preliminary,Xi'an,China,Mexico,Argentina,0,3,20,17,19,-,-,25,25,25,-,-,SET 3,11,7,2,2,,7,5,6,18,2,2,3,7,2,0,17,19,5,2,12,19,2,7,9,2,0,15,17
Men,2023,2,2023/9/30,C,Preliminary,Xi'an,China,Canada,Netherlands,3,2,25,23,24,25,15,21,25,26,18,12,ALL SETS,78,57,13,8,,57,9,39,105,13,28,12,53,8,20,84,112,15,3,58,76,29,27,67,4,1,102,107
Men,2023,2,2023/9/30,C,Preliminary,Xi'an,China,Canada,Netherlands,3,2,25,23,24,25,15,21,25,26,18,12,SET 1,20,15,2,3,,15,4,12,31,2,4,1,7,3,4,18,25,5,1,13,19,11,4,17,0,0,31,31
Men,2023,2,2023/9/30,C,Preliminary,Xi'an,China,Canada,Netherlands,3,2,25,23,24,25,15,21,25,26,18,12,SET 2,16,13,3,0,,13,0,9,22,3,8,4,15,0,5,18,23,5,1,14,20,5,8,13,1,1,22,24
Men,2023,2,2023/9/30,C,Preliminary,Xi'an,China,Canada,Netherlands,3,2,25,23,24,25,15,21,25,26,18,12,SET 3,17,12,2,3,,12,2,7,21,2,9,1,12,3,3,19,25,2,0,16,18,1,8,14,1,0,21,22
Men,2023,2,2023/9/30,C,Preliminary,Xi'an,China,Canada,Netherlands,3,2,25,23,24,25,15,21,25,26,18,12,SET 4,17,11,4,2,,11,1,7,19,4,4,4,12,2,7,15,24,3,0,10,13,5,2,11,2,0,15,17
Men,2023,2,2023/9/30,C,Preliminary,Xi'an,China,Canada,Netherlands,3,2,25,23,24,25,15,21,25,26,18,12,SET 5,8,6,2,0,,6,2,4,12,2,3,2,7,0,1,14,15,0,1,5,6,7,5,12,0,0,13,13
Men,2023,2,2023/9/30,C,Preliminary,Xi'an,China,Netherlands,Canada,2,3,21,25,26,18,12,25,23,24,25,15,ALL SETS,77,69,5,3,,69,20,39,128,5,22,18,45,3,26,73,102,22,8,62,92,42,16,60,12,1,114,127
Men,2023,2,2023/9/30,C,Preliminary,Xi'an,China,Netherlands,Canada,2,3,21,25,26,18,12,25,23,24,25,15,SET 1,16,12,3,1,,12,4,10,26,3,3,4,10,1,2,18,21,5,3,13,21,12,4,17,2,1,23,26
Men,2023,2,2023/9/30,C,Preliminary,Xi'an,China,Netherlands,Canada,2,3,21,25,26,18,12,25,23,24,25,15,SET 2,19,18,0,1,,18,5,6,29,0,6,4,10,1,5,19,25,2,0,16,18,8,3,12,3,0,26,29
Men,2023,2,2023/9/30,C,Preliminary,Xi'an,China,Netherlands,Canada,2,3,21,25,26,18,12,25,23,24,25,15,SET 3,22,21,1,0,,21,2,6,29,1,6,6,13,0,7,18,25,7,3,12,22,9,3,12,2,0,27,29
Men,2023,2,2023/9/30,C,Preliminary,Xi'an,China,Netherlands,Canada,2,3,21,25,26,18,12,25,23,24,25,15,SET 4,10,10,0,0,,10,6,9,25,0,3,2,5,0,6,13,19,3,2,12,17,9,6,15,2,0,22,24
Men,2023,2,2023/9/30,C,Preliminary,Xi'an,China,Netherlands,Canada,2,3,21,25,26,18,12,25,23,24,25,15,SET 5,10,8,1,1,,8,3,8,19,1,4,2,7,1,6,5,12,5,0,9,14,4,0,4,3,0,16,19
Men,2023,3,2023/9/30,C,Preliminary,Xi'an,China,Belgium,Poland,2,3,25,20,16,25,15,23,25,25,21,17,ALL SETS,77,60,13,4,,60,13,53,126,13,14,10,37,4,27,70,101,25,4,64,93,33,37,75,16,0,115,131
Men,2023,3,2023/9/30,C,Preliminary,Xi'an,China,Belgium,Poland,2,3,25,20,16,25,15,23,25,25,21,17,SET 1,22,17,3,2,,17,5,13,35,3,3,3,9,2,6,17,25,7,0,14,21,11,7,19,2,0,35,37
Men,2023,3,2023/9/30,C,Preliminary,Xi'an,China,Belgium,Poland,2,3,25,20,16,25,15,23,25,25,21,17,SET 2,14,11,3,0,,11,4,7,22,3,2,1,6,0,4,16,20,7,1,12,20,4,8,12,4,0,19,23
Men,2023,3,2023/9/30,C,Preliminary,Xi'an,China,Belgium,Poland,2,3,25,20,16,25,15,23,25,25,21,17,SET 3,12,10,2,0,,10,2,7,19,2,3,1,6,0,6,11,17,1,1,18,20,2,9,13,1,0,18,19
Men,2023,3,2023/9/30,C,Preliminary,Xi'an,China,Belgium,Poland,2,3,25,20,16,25,15,23,25,25,21,17,SET 4,18,13,3,2,,13,0,11,24,3,2,1,6,2,6,16,24,7,2,9,18,7,8,17,5,0,21,26
Men,2023,3,2023/9/30,C,Preliminary,Xi'an,China,Belgium,Poland,2,3,25,20,16,25,15,23,25,25,21,17,SET 5,11,9,2,0,,9,2,15,26,2,4,4,10,0,5,10,15,3,0,11,14,9,5,14,4,0,22,26
Men,2023,3,2023/9/30,C,Preliminary,Xi'an,China,Poland,Belgium,3,2,23,25,25,21,17,25,20,16,25,15,ALL SETS,79,67,8,4,,67,18,39,124,8,22,25,55,4,18,89,111,32,4,38,74,50,25,79,29,1,96,126
Men,2023,3,2023/9/30,C,Preliminary,Xi'an,China,Poland,Belgium,3,2,23,25,25,21,17,25,20,16,25,15,SET 1,14,12,2,0,,12,4,13,29,2,7,5,14,0,2,21,23,9,2,8,19,11,7,19,4,0,25,29
Men,2023,3,2023/9/30,C,Preliminary,Xi'an,China,Poland,Belgium,3,2,23,25,25,21,17,25,20,16,25,15,SET 2,20,16,3,1,,16,3,3,22,3,2,1,6,1,5,19,25,11,0,5,16,8,5,13,7,1,16,24
Men,2023,3,2023/9/30,C,Preliminary,Xi'an,China,Poland,Belgium,3,2,23,25,25,21,17,25,20,16,25,15,SET 3,18,16,1,1,,16,2,5,23,1,4,5,10,1,4,19,24,4,0,7,11,10,3,13,8,0,14,22
Men,2023,3,2023/9/30,C,Preliminary,Xi'an,China,Poland,Belgium,3,2,23,25,25,21,17,25,20,16,25,15,SET 4,15,13,0,2,,13,6,7,26,0,5,7,12,2,4,16,22,6,2,10,18,10,7,19,7,0,20,27
Men,2023,3,2023/9/30,C,Preliminary,Xi'an,China,Poland,Belgium,3,2,23,25,25,21,17,25,20,16,25,15,SET 5,12,10,2,0,,10,3,11,24,2,4,7,13,0,3,14,17,2,0,8,10,11,3,15,3,0,21,24
Men,2023,4,2023/9/30,C,Preliminary,Xi'an,China,Bulgaria,China,3,0,25,25,25,-,-,18,19,14,-,-,ALL SETS,55,41,7,7,,41,7,20,68,7,12,18,37,7,11,56,74,15,1,24,40,21,6,28,19,1,40,60
Men,2023,4,2023/9/30,C,Preliminary,Xi'an,China,Bulgaria,China,3,0,25,25,25,-,-,18,19,14,-,-,SET 1,16,10,3,3,,10,3,6,19,3,3,6,12,3,4,18,25,6,1,6,13,6,1,7,6,0,12,18
Men,2023,4,2023/9/30,C,Preliminary,Xi'an,China,Bulgaria,China,3,0,25,25,25,-,-,18,19,14,-,-,SET 2,17,13,2,2,,13,2,8,23,2,7,8,17,2,2,20,24,4,0,9,13,9,4,13,5,1,15,21
Men,2023,4,2023/9/30,C,Preliminary,Xi'an,China,Bulgaria,China,3,0,25,25,25,-,-,18,19,14,-,-,SET 3,22,18,2,2,,18,2,6,26,2,2,4,8,2,5,18,25,5,0,9,14,6,1,8,8,0,13,21
Men,2023,4,2023/9/30,C,Preliminary,Xi'an,China,China,Bulgaria,0,3,18,19,14,-,-,25,25,25,-,-,ALL SETS,36,31,4,1,,31,14,27,72,4,12,6,22,1,11,40,52,13,7,42,62,12,10,28,10,2,60,72
Men,2023,4,2023/9/30,C,Preliminary,Xi'an,China,China,Bulgaria,0,3,18,19,14,-,-,25,25,25,-,-,SET 1,12,10,1,1,,10,6,7,23,1,2,1,4,1,5,12,18,8,3,9,20,3,3,8,2,1,21,24
Men,2023,4,2023/9/30,C,Preliminary,Xi'an,China,China,Bulgaria,0,3,18,19,14,-,-,25,25,25,-,-,SET 2,15,14,1,0,,14,4,12,30,1,4,4,9,0,6,14,20,5,2,15,22,5,4,11,6,0,21,27
Men,2023,4,2023/9/30,C,Preliminary,Xi'an,China,China,Bulgaria,0,3,18,19,14,-,-,25,25,25,-,-,SET 3,9,7,2,0,,7,4,8,19,2,6,1,9,0,0,14,14,0,2,18,20,4,3,9,2,1,18,21
Men,2023,5,2023/10/1,C,Preliminary,Xi'an,China,Argentina,Canada,1,3,25,22,25,15,-,27,25,23,25,-,ALL SETS,62,51,5,6,,51,22,31,104,5,24,17,46,6,23,59,88,16,5,62,83,21,10,38,24,2,80,106
Men,2023,5,2023/10/1,C,Preliminary,Xi'an,China,Argentina,Canada,1,3,25,22,25,15,-,27,25,23,25,-,SET 1,19,15,1,3,,15,6,8,29,1,8,7,16,3,6,17,26,6,2,13,21,6,3,11,9,0,18,27
Men,2023,5,2023/10/1,C,Preliminary,Xi'an,China,Argentina,Canada,1,3,25,22,25,15,-,27,25,23,25,-,SET 2,16,15,0,1,,15,3,8,26,0,6,6,12,1,8,13,22,2,0,19,21,6,2,8,4,1,23,28
Men,2023,5,2023/10/1,C,Preliminary,Xi'an,China,Argentina,Canada,1,3,25,22,25,15,-,27,25,23,25,-,SET 3,16,12,2,2,,12,6,4,22,2,7,4,13,2,2,21,25,5,0,13,18,7,5,15,5,1,19,25
Men,2023,5,2023/10/1,C,Preliminary,Xi'an,China,Argentina,Canada,1,3,25,22,25,15,-,27,25,23,25,-,SET 4,11,9,2,0,,9,7,11,27,2,3,0,5,0,7,8,15,3,3,17,23,2,0,4,6,0,20,26
Men,2023,5,2023/10/1,C,Preliminary,Xi'an,China,Canada,Argentina,3,1,27,25,23,25,-,25,22,25,15,-,ALL SETS,62,47,10,5,,47,12,30,89,10,20,16,46,5,16,78,99,10,6,49,65,15,11,41,18,2,66,86
Men,2023,5,2023/10/1,C,Preliminary,Xi'an,China,Canada,Argentina,3,1,27,25,23,25,-,25,22,25,15,-,SET 1,17,13,2,2,,13,1,9,23,2,5,3,10,2,5,19,26,1,3,16,20,5,2,9,3,1,19,23
Men,2023,5,2023/10/1,C,Preliminary,Xi'an,China,Canada,Argentina,3,1,27,25,23,25,-,25,22,25,15,-,SET 2,15,13,2,0,,13,2,9,24,2,7,5,14,0,4,21,25,3,1,10,14,4,3,11,3,0,20,23
Men,2023,5,2023/10/1,C,Preliminary,Xi'an,China,Canada,Argentina,3,1,27,25,23,25,-,25,22,25,15,-,SET 3,17,14,3,0,,14,5,9,28,3,4,2,9,0,5,18,23,4,2,17,23,2,3,10,7,1,20,28
Men,2023,5,2023/10/1,C,Preliminary,Xi'an,China,Canada,Argentina,3,1,27,25,23,25,-,25,22,25,15,-,SET 4,13,7,3,3,,7,4,3,14,3,4,6,13,3,2,20,25,2,0,6,8,4,3,11,5,0,7,12
Men,2023,6,2023/10/1,C,Preliminary,Xi'an,China,Mexico,Netherlands,0,3,19,19,16,-,-,25,25,25,-,-,ALL SETS,36,28,5,3,,28,18,32,78,5,11,19,35,3,12,40,55,16,5,41,62,21,14,41,9,1,69,79
Men,2023,6,2023/10/1,C,Preliminary,Xi'an,China,Mexico,Netherlands,0,3,19,19,16,-,-,25,25,25,-,-,SET 1,15,13,2,0,,13,7,9,29,2,5,5,12,0,5,14,19,8,1,14,23,7,2,10,5,0,24,29
Men,2023,6,2023/10/1,C,Preliminary,Xi'an,China,Mexico,Netherlands,0,3,19,19,16,-,-,25,25,25,-,-,SET 2,11,9,1,1,,9,5,13,27,1,2,10,13,1,2,17,20,2,1,16,19,9,9,22,1,0,26,27
Men,2023,6,2023/10/1,C,Preliminary,Xi'an,China,Mexico,Netherlands,0,3,19,19,16,-,-,25,25,25,-,-,SET 3,10,6,2,2,,6,6,10,22,2,4,4,10,2,5,9,16,6,3,11,20,5,3,9,3,1,19,23
Men,2023,6,2023/10/1,C,Preliminary,Xi'an,China,Netherlands,Mexico,3,0,25,25,25,-,-,19,19,16,-,-,ALL SETS,50,39,6,5,,39,10,31,80,6,15,10,31,5,12,57,74,13,3,27,43,27,7,43,25,1,52,78
Men,2023,6,2023/10/1,C,Preliminary,Xi'an,China,Netherlands,Mexico,3,0,25,25,25,-,-,19,19,16,-,-,SET 1,15,12,2,1,,12,3,11,26,2,7,3,12,1,2,22,25,7,0,7,14,7,5,14,12,1,12,25
Men,2023,6,2023/10/1,C,Preliminary,Xi'an,China,Netherlands,Mexico,3,0,25,25,25,-,-,19,19,16,-,-,SET 2,21,17,3,1,,17,4,13,34,3,5,4,12,1,5,18,24,4,1,13,18,11,2,19,8,0,26,34
Men,2023,6,2023/10/1,C,Preliminary,Xi'an,China,Netherlands,Mexico,3,0,25,25,25,-,-,19,19,16,-,-,SET 3,14,10,1,3,,10,3,7,20,1,3,3,7,3,5,17,25,2,2,7,11,9,0,10,5,0,14,19
Men,2023,7,2023/10/1,C,Preliminary,Xi'an,China,Bulgaria,Poland,0,3,24,20,21,-,-,26,25,25,-,-,ALL SETS,48,40,4,4,,40,13,37,90,4,22,20,46,4,17,47,68,10,3,47,60,13,7,29,18,2,67,87
Men,2023,7,2023/10/1,C,Preliminary,Xi'an,China,Bulgaria,Poland,0,3,24,20,21,-,-,26,25,25,-,-,SET 1,21,16,2,3,,16,4,17,37,2,7,8,17,3,5,17,25,5,1,18,24,6,2,13,8,1,27,36
Men,2023,7,2023/10/1,C,Preliminary,Xi'an,China,Bulgaria,Poland,0,3,24,20,21,-,-,26,25,25,-,-,SET 2,13,11,2,0,,11,5,13,29,2,10,4,16,0,6,14,20,3,0,15,18,2,2,6,6,0,21,27
Men,2023,7,2023/10/1,C,Preliminary,Xi'an,China,Bulgaria,Poland,0,3,24,20,21,-,-,26,25,25,-,-,SET 3,14,13,0,1,,13,4,7,24,0,5,8,13,1,6,16,23,2,2,14,18,5,3,10,4,1,19,24
Men,2023,7,2023/10/1,C,Preliminary,Xi'an,China,Poland,Bulgaria,3,0,26,25,25,-,-,24,20,21,-,-,ALL SETS,52,41,8,3,,41,5,30,76,8,16,17,41,3,17,57,77,6,4,41,51,21,12,41,8,0,71,79
Men,2023,7,2023/10/1,C,Preliminary,Xi'an,China,Poland,Bulgaria,3,0,26,25,25,-,-,24,20,21,-,-,SET 1,19,15,3,1,,15,2,10,27,3,6,7,16,1,4,23,28,2,3,15,20,8,5,17,2,0,26,28
Men,2023,7,2023/10/1,C,Preliminary,Xi'an,China,Poland,Bulgaria,3,0,26,25,25,-,-,24,20,21,-,-,SET 2,16,14,2,0,,14,2,7,23,2,6,7,15,0,7,18,25,1,0,13,14,7,2,11,3,0,21,24
Men,2023,7,2023/10/1,C,Preliminary,Xi'an,China,Poland,Bulgaria,3,0,26,25,25,-,-,24,20,21,-,-,SET 3,17,12,3,2,,12,1,13,26,3,4,3,10,2,6,16,24,3,1,13,17,6,5,13,3,0,24,27
Men,2023,8,2023/10/1,C,Preliminary,Xi'an,China,Belgium,China,3,1,25,22,25,25,-,18,25,19,17,-,ALL SETS,77,61,9,7,,61,12,27,100,9,22,6,37,7,12,77,96,22,1,48,71,28,15,44,25,0,72,97
Men,2023,8,2023/10/1,C,Preliminary,Xi'an,China,Belgium,China,3,1,25,22,25,25,-,18,25,19,17,-,SET 1,22,17,4,1,,17,1,6,24,4,6,1,11,1,2,21,24,6,0,12,18,4,5,9,5,0,18,23
Men,2023,8,2023/10/1,C,Preliminary,Xi'an,China,Belgium,China,3,1,25,22,25,25,-,18,25,19,17,-,SET 2,16,13,1,2,,13,6,4,23,1,9,3,13,2,3,18,23,7,1,13,21,4,3,8,6,0,18,24
Men,2023,8,2023/10/1,C,Preliminary,Xi'an,China,Belgium,China,3,1,25,22,25,25,-,18,25,19,17,-,SET 3,19,16,2,1,,16,2,11,29,2,4,1,7,1,5,18,24,5,0,12,17,10,5,15,7,0,20,27
Men,2023,8,2023/10/1,C,Preliminary,Xi'an,China,Belgium,China,3,1,25,22,25,25,-,18,25,19,17,-,SET 4,20,15,2,3,,15,3,6,24,2,3,1,6,3,2,20,25,4,0,11,15,10,2,12,7,0,16,23
Men,2023,8,2023/10/1,C,Preliminary,Xi'an,China,China,Belgium,1,3,18,25,19,17,-,25,22,25,25,-,ALL SETS,60,53,6,1,,53,14,22,89,6,17,7,30,1,10,70,81,22,7,55,84,13,15,40,29,3,57,89
Men,2023,8,2023/10/1,C,Preliminary,Xi'an,China,China,Belgium,1,3,18,25,19,17,-,25,22,25,25,-,SET 1,15,15,0,0,,15,4,3,22,0,4,4,8,0,2,18,20,5,1,16,22,2,5,10,8,1,13,22
Men,2023,8,2023/10/1,C,Preliminary,Xi'an,China,China,Belgium,1,3,18,25,19,17,-,25,22,25,25,-,SET 2,18,15,2,1,,15,3,6,24,2,4,0,6,1,3,20,24,4,2,14,20,4,3,8,7,1,17,25
Men,2023,8,2023/10/1,C,Preliminary,Xi'an,China,China,Belgium,1,3,18,25,19,17,-,25,22,25,25,-,SET 3,12,11,1,0,,11,3,9,23,1,6,3,10,0,3,17,20,9,1,9,19,5,5,14,7,0,14,21
Men,2023,8,2023/10/1,C,Preliminary,Xi'an,China,China,Belgium,1,3,18,25,19,17,-,25,22,25,25,-,SET 4,15,12,3,0,,12,4,4,20,3,3,0,6,0,2,15,17,4,3,16,23,2,2,8,7,1,13,21
Men,2023,9,2023/10/3,C,Preliminary,Xi'an,China,Argentina,Bulgaria,3,0,27,25,31,-,-,25,21,29,-,-,ALL SETS,58,40,11,7,,40,14,27,81,11,24,18,53,7,12,63,82,19,3,36,58,22,7,32,21,0,62,83
Men,2023,9,2023/10/3,C,Preliminary,Xi'an,China,Argentina,Bulgaria,3,0,27,25,31,-,-,25,21,29,-,-,SET 1,20,14,2,4,,14,5,10,29,2,8,9,19,4,1,22,27,7,2,11,20,9,2,12,7,0,23,30
Men,2023,9,2023/10/3,C,Preliminary,Xi'an,China,Argentina,Bulgaria,3,0,27,25,31,-,-,25,21,29,-,-,SET 2,20,12,6,2,,12,5,9,26,6,4,2,12,2,4,18,24,5,1,12,18,6,5,11,6,0,20,26
Men,2023,9,2023/10/3,C,Preliminary,Xi'an,China,Argentina,Bulgaria,3,0,27,25,31,-,-,25,21,29,-,-,SET 3,18,14,3,1,,14,4,8,26,3,12,7,22,1,7,23,31,7,0,13,20,7,0,9,8,0,19,27
Men,2023,9,2023/10/3,C,Preliminary,Xi'an,China,Bulgaria,Argentina,0,3,25,21,29,-,-,27,25,31,-,-,ALL SETS,58,45,10,3,,45,18,28,91,10,13,17,40,3,18,55,76,13,7,50,70,20,12,34,16,0,72,88
Men,2023,9,2023/10/3,C,Preliminary,Xi'an,China,Bulgaria,Argentina,0,3,25,21,29,-,-,27,25,31,-,-,SET 1,23,17,4,2,,17,4,13,34,4,5,7,16,2,5,18,25,5,4,17,26,7,5,13,4,0,29,33
Men,2023,9,2023/10/3,C,Preliminary,Xi'an,China,Bulgaria,Argentina,0,3,25,21,29,-,-,27,25,31,-,-,SET 2,16,11,4,1,,11,7,6,24,4,6,5,15,1,4,17,22,2,2,16,20,6,1,7,5,0,19,24
Men,2023,9,2023/10/3,C,Preliminary,Xi'an,China,Bulgaria,Argentina,0,3,25,21,29,-,-,27,25,31,-,-,SET 3,19,17,2,0,,17,7,9,33,2,2,5,9,0,9,20,29,6,1,17,24,7,6,14,7,0,24,31
Men,2023,10,2023/10/3,C,Preliminary,Xi'an,China,Belgium,Netherlands,3,0,25,25,25,-,-,22,19,15,-,-,ALL SETS,49,35,10,4,,35,9,23,67,10,12,18,40,4,8,62,74,10,1,34,45,23,12,38,11,0,55,66
Men,2023,10,2023/10/3,C,Preliminary,Xi'an,China,Belgium,Netherlands,3,0,25,25,25,-,-,22,19,15,-,-,SET 1,18,13,4,1,,13,3,11,27,4,3,9,16,1,3,21,25,2,1,16,19,8,4,13,3,0,23,26
Men,2023,10,2023/10/3,C,Preliminary,Xi'an,China,Belgium,Netherlands,3,0,25,25,25,-,-,22,19,15,-,-,SET 2,18,16,2,0,,16,4,6,26,2,3,5,10,0,3,21,24,6,0,11,17,10,5,16,5,0,22,27
